index,data
5525,"[22, 30, 75, 18, 67, 37, 63, 47, 29, 44]"
5526,"[2, 14, 75, 79, 8, 11, 35, 4, 44, 38]"
5527,"[66, 42, 27, 14, 47, 28, 11, 8, 43, 3]"
5528,"[73, 39, 56, 65, 30, 77, 72, 79, 23, 43]"
5529,"[10, 5, 27, 25, 44, 56, 77, 69, 71, 8]"
5530,"[59, 7, 1, 65, 12, 9, 5, 6, 18, 68]"
5531,"[69, 8, 50, 19, 38, 42, 36, 23, 34, 78]"
5532,"[58, 17, 61, 4, 60, 64, 75, 48, 20, 29]"
5533,"[80, 62, 32, 3, 28, 43, 61, 74, 49, 10]"
5534,"[73, 14, 42, 77, 30, 57, 9, 74, 22, 43]"
5535,"[3, 79, 34, 8, 17, 53, 58, 75, 31, 10]"
5536,"[50, 11, 66, 49, 56, 73, 47, 5, 13, 21]"
5537,"[22, 59, 57, 37, 50, 14, 49, 78, 25, 18]"
5538,"[47, 39, 67, 59, 27, 21, 2, 73, 35, 26]"
5539,"[60, 1, 49, 14, 67, 64, 33, 30, 48, 55]"
5540,"[32, 10, 14, 16, 61, 13, 52, 55, 38, 44]"
5541,"[12, 74, 21, 9, 64, 23, 80, 2, 35, 45]"
5542,"[32, 45, 79, 20, 12, 63, 27, 68, 33, 6]"
5543,"[37, 42, 16, 53, 1, 6, 18, 65, 77, 45]"
5544,"[12, 15, 74, 50, 67, 60, 23, 68, 17, 20]"
5545,"[45, 47, 41, 59, 9, 29, 5, 49, 53, 11]"
5546,"[14, 79, 47, 34, 41, 67, 56, 65, 33, 75]"
5547,"[41, 12, 29, 30, 72, 18, 54, 70, 3, 22]"
5548,"[49, 79, 34, 29, 67, 5, 28, 25, 41, 35]"
5549,"[25, 18, 44, 48, 11, 53, 49, 8, 73, 17]"
5550,"[10, 78, 33, 49, 68, 9, 4, 69, 58, 35]"
5551,"[25, 42, 71, 24, 28, 44, 69, 40, 52, 59]"
5552,"[70, 77, 79, 24, 54, 74, 66, 42, 36, 5]"
5553,"[35, 31, 40, 49, 80, 41, 18, 5, 20, 13]"
5554,"[70, 62, 53, 26, 69, 34, 39, 29, 32, 64]"
5555,"[24, 13, 55, 66, 16, 31, 48, 62, 75, 65]"
5556,"[20, 62, 19, 72, 21, 60, 67, 29, 37, 7]"
5557,"[71, 51, 40, 18, 26, 62, 70, 59, 24, 29]"
5558,"[41, 71, 44, 33, 48, 25, 14, 22, 32, 35]"
5559,"[74, 9, 62, 44, 21, 64, 27, 30, 60, 39]"
5560,"[64, 33, 73, 45, 21, 10, 42, 32, 70, 11]"
5561,"[48, 75, 6, 49, 80, 52, 70, 47, 28, 4]"
5562,"[49, 13, 24, 80, 43, 79, 26, 48, 38, 12]"
5563,"[52, 9, 2, 79, 32, 11, 10, 12, 39, 1]"
5564,"[65, 8, 63, 15, 66, 30, 29, 41, 58, 47]"
5565,"[55, 64, 60, 38, 13, 35, 15, 43, 69, 70]"
5566,"[38, 46, 18, 41, 51, 17, 70, 33, 65, 66]"
5567,"[10, 64, 23, 26, 20, 80, 15, 29, 51, 12]"
5568,"[45, 4, 76, 75, 60, 51, 36, 27, 37, 73]"
5569,"[13, 1, 68, 26, 40, 62, 24, 5, 10, 80]"
5570,"[1, 44, 9, 69, 17, 27, 33, 16, 22, 7]"
5571,"[59, 61, 25, 71, 55, 3, 48, 65, 50, 44]"
5572,"[37, 54, 67, 49, 68, 52, 8, 32, 5, 20]"
5573,"[76, 54, 8, 62, 9, 13, 6, 31, 5, 17]"
5574,"[42, 16, 3, 45, 27, 18, 66, 71, 44, 75]"
5575,"[52, 54, 4, 80, 37, 71, 73, 67, 46, 30]"
5576,"[9, 73, 63, 18, 11, 74, 71, 58, 38, 23]"
5577,"[45, 13, 19, 65, 40, 57, 66, 22, 24, 21]"
5578,"[13, 22, 9, 55, 7, 52, 39, 50, 37, 38]"
5579,"[53, 41, 80, 19, 31, 26, 1, 73, 32, 76]"
5580,"[69, 66, 10, 80, 34, 27, 77, 50, 25, 6]"
5581,"[53, 51, 36, 32, 71, 2, 46, 62, 37, 43]"
5582,"[49, 11, 10, 24, 64, 65, 71, 37, 25, 45]"
5583,"[10, 59, 16, 64, 14, 12, 52, 44, 34, 50]"
5584,"[27, 44, 70, 18, 79, 60, 75, 1, 34, 65]"
5585,"[36, 5, 76, 33, 74, 77, 54, 19, 13, 59]"
5586,"[61, 16, 20, 37, 64, 28, 44, 68, 33, 74]"
5587,"[44, 3, 53, 39, 29, 5, 47, 64, 58, 38]"
5588,"[72, 55, 67, 2, 14, 3, 10, 49, 36, 7]"
5589,"[51, 30, 80, 14, 47, 63, 23, 71, 52, 59]"
5590,"[34, 75, 44, 37, 63, 58, 78, 51, 54, 72]"
5591,"[43, 23, 65, 10, 21, 58, 6, 14, 31, 34]"
5592,"[77, 60, 18, 52, 29, 53, 50, 39, 25, 26]"
5593,"[79, 10, 49, 60, 30, 2, 24, 52, 26, 40]"
5594,"[25, 67, 6, 59, 73, 37, 63, 10, 35, 52]"
5595,"[30, 38, 46, 19, 24, 76, 1, 16, 31, 70]"
5596,"[22, 59, 28, 3, 2, 65, 77, 60, 41, 6]"
5597,"[51, 57, 13, 49, 26, 53, 39, 2, 31, 23]"
5598,"[53, 2, 55, 10, 54, 50, 4, 35, 73, 62]"
5599,"[8, 29, 13, 18, 26, 11, 31, 24, 20, 54]"
5600,"[77, 69, 48, 30, 63, 74, 28, 13, 20, 52]"
5601,"[34, 6, 48, 20, 8, 1, 60, 39, 42, 11]"
5602,"[18, 58, 22, 21, 76, 30, 26, 43, 55, 2]"
5603,"[74, 52, 11, 40, 65, 73, 58, 47, 23, 49]"
5604,"[32, 56, 20, 28, 37, 50, 61, 5, 77, 59]"
5605,"[67, 49, 16, 52, 27, 47, 7, 40, 69, 72]"
5606,"[35, 72, 21, 80, 42, 56, 38, 48, 23, 54]"
5607,"[28, 79, 70, 46, 62, 34, 63, 59, 58, 30]"
5608,"[46, 43, 27, 6, 34, 26, 56, 58, 64, 35]"
5609,"[65, 51, 11, 74, 10, 80, 46, 47, 39, 26]"
5610,"[46, 16, 79, 57, 21, 18, 51, 68, 77, 78]"
5611,"[36, 35, 15, 2, 10, 1, 39, 47, 46, 3]"
5612,"[48, 60, 71, 69, 1, 18, 11, 40, 19, 75]"
5613,"[7, 56, 12, 30, 23, 75, 33, 76, 24, 70]"
5614,"[34, 38, 55, 15, 57, 23, 42, 54, 21, 77]"
5615,"[78, 44, 58, 1, 29, 30, 79, 23, 22, 75]"
5616,"[66, 9, 38, 58, 11, 5, 26, 19, 45, 17]"
5617,"[76, 71, 62, 3, 5, 57, 12, 70, 72, 22]"
5618,"[41, 18, 30, 60, 36, 78, 76, 15, 64, 8]"
5619,"[32, 36, 73, 68, 20, 71, 49, 16, 80, 13]"
5620,"[10, 72, 48, 75, 76, 5, 45, 31, 6, 8]"
5621,"[80, 47, 43, 50, 31, 23, 58, 34, 22, 46]"
5622,"[2, 47, 16, 59, 28, 72, 79, 65, 15, 45]"
5623,"[38, 61, 3, 40, 26, 47, 76, 44, 36, 42]"
5624,"[79, 71, 15, 72, 74, 64, 4, 46, 70, 49]"
5625,"[34, 59, 26, 8, 71, 43, 70, 60, 77, 46]"
5626,"[3, 38, 49, 65, 48, 78, 41, 11, 37, 1]"
5627,"[71, 73, 17, 51, 49, 67, 63, 8, 35, 7]"
5628,"[70, 30, 56, 22, 2, 63, 41, 34, 24, 38]"
5629,"[5, 68, 79, 48, 34, 59, 7, 18, 42, 64]"
5630,"[65, 60, 73, 40, 28, 16, 64, 8, 61, 11]"
5631,"[54, 36, 71, 46, 40, 73, 21, 61, 13, 6]"
5632,"[44, 50, 53, 5, 31, 19, 12, 70, 69, 64]"
5633,"[5, 33, 23, 66, 4, 71, 67, 54, 74, 80]"
5634,"[20, 25, 41, 22, 58, 37, 42, 32, 65, 80]"
5635,"[2, 13, 78, 80, 65, 22, 11, 37, 18, 32]"
5636,"[35, 59, 57, 1, 11, 42, 28, 63, 54, 60]"
5637,"[67, 35, 1, 22, 27, 51, 36, 71, 73, 47]"
5638,"[11, 21, 46, 56, 70, 58, 66, 65, 74, 75]"
5639,"[59, 56, 69, 30, 53, 67, 37, 44, 76, 34]"
5640,"[61, 49, 41, 50, 25, 51, 66, 52, 58, 13]"
5641,"[15, 39, 18, 2, 50, 70, 61, 66, 63, 46]"
5642,"[71, 35, 10, 37, 59, 1, 31, 43, 12, 62]"
5643,"[72, 57, 10, 69, 70, 23, 76, 11, 77, 75]"
5644,"[67, 21, 61, 63, 71, 73, 64, 37, 52, 77]"
5645,"[79, 76, 28, 31, 20, 44, 67, 58, 60, 23]"
5646,"[9, 71, 46, 40, 20, 27, 35, 47, 22, 45]"
5647,"[41, 27, 2, 42, 51, 31, 26, 22, 70, 64]"
5648,"[22, 26, 75, 61, 40, 18, 11, 69, 59, 66]"
5649,"[67, 12, 24, 72, 54, 40, 64, 60, 5, 20]"
5650,"[61, 75, 36, 21, 66, 59, 45, 34, 72, 56]"
5651,"[64, 8, 18, 11, 3, 22, 16, 35, 71, 12]"
5652,"[3, 77, 57, 45, 9, 4, 78, 39, 35, 6]"
5653,"[41, 19, 50, 78, 66, 37, 45, 61, 1, 33]"
5654,"[66, 36, 4, 2, 78, 45, 24, 54, 44, 79]"
5655,"[13, 12, 41, 61, 76, 52, 42, 39, 35, 15]"
5656,"[6, 8, 42, 64, 32, 24, 3, 41, 66, 30]"
5657,"[68, 4, 52, 80, 9, 77, 3, 14, 15, 28]"
5658,"[57, 9, 62, 16, 43, 60, 14, 47, 36, 3]"
5659,"[12, 34, 6, 62, 37, 46, 54, 59, 69, 67]"
5660,"[15, 58, 28, 16, 3, 75, 24, 33, 59, 47]"
5661,"[31, 41, 80, 33, 59, 11, 57, 32, 42, 16]"
5662,"[16, 8, 40, 5, 4, 15, 37, 51, 36, 44]"
5663,"[57, 24, 74, 78, 40, 75, 49, 31, 42, 58]"
5664,"[17, 38, 58, 40, 21, 22, 46, 11, 35, 12]"
5665,"[74, 73, 62, 72, 67, 40, 6, 30, 44, 77]"
5666,"[75, 20, 3, 57, 80, 1, 68, 35, 44, 6]"
5667,"[63, 70, 64, 29, 67, 44, 39, 10, 47, 80]"
5668,"[58, 75, 3, 78, 44, 40, 10, 9, 80, 70]"
5669,"[1, 67, 14, 2, 4, 75, 43, 30, 9, 5]"
5670,"[30, 66, 19, 3, 59, 5, 42, 77, 36, 69]"
5671,"[13, 42, 5, 43, 75, 54, 4, 51, 10, 70]"
5672,"[68, 44, 51, 61, 37, 16, 18, 8, 29, 28]"
5673,"[62, 46, 54, 3, 64, 23, 29, 56, 77, 35]"
5674,"[37, 28, 53, 43, 80, 31, 77, 63, 10, 1]"
5675,"[71, 62, 4, 21, 24, 2, 36, 5, 15, 75]"
5676,"[22, 24, 58, 69, 27, 56, 12, 17, 62, 73]"
5677,"[8, 78, 64, 15, 46, 13, 33, 62, 61, 25]"
5678,"[14, 1, 36, 22, 65, 49, 2, 76, 75, 7]"
5679,"[55, 35, 24, 37, 41, 52, 70, 72, 61, 43]"
5680,"[4, 30, 12, 48, 57, 78, 2, 19, 38, 60]"
5681,"[61, 43, 78, 69, 19, 67, 39, 57, 15, 51]"
5682,"[54, 18, 10, 78, 30, 50, 37, 79, 41, 68]"
5683,"[12, 60, 55, 49, 24, 35, 19, 75, 34, 31]"
5684,"[53, 70, 50, 24, 55, 46, 64, 2, 52, 30]"
5685,"[34, 18, 33, 68, 69, 11, 53, 51, 49, 71]"
5686,"[22, 3, 16, 4, 72, 14, 50, 48, 40, 27]"
5687,"[60, 65, 4, 46, 51, 25, 53, 71, 48, 45]"
5688,"[48, 44, 27, 47, 1, 14, 52, 74, 31, 60]"
5689,"[4, 17, 31, 5, 1, 57, 46, 51, 67, 35]"
5690,"[1, 39, 34, 77, 31, 23, 5, 27, 14, 24]"
5691,"[15, 39, 10, 24, 76, 17, 60, 68, 70, 78]"
5692,"[71, 55, 10, 14, 60, 61, 65, 68, 35, 34]"
5693,"[30, 75, 43, 70, 20, 53, 60, 31, 44, 65]"
5694,"[32, 47, 36, 2, 80, 20, 39, 44, 10, 72]"
5695,"[30, 60, 77, 11, 45, 17, 10, 7, 78, 9]"
5696,"[67, 77, 31, 26, 64, 37, 56, 11, 80, 57]"
5697,"[7, 42, 49, 5, 65, 25, 67, 63, 43, 76]"
5698,"[21, 26, 64, 56, 9, 40, 20, 44, 53, 19]"
5699,"[76, 55, 74, 41, 17, 48, 4, 42, 1, 77]"
5700,"[66, 49, 5, 80, 8, 31, 28, 46, 76, 54]"
5701,"[72, 2, 34, 21, 4, 38, 27, 45, 30, 70]"
5702,"[61, 33, 58, 62, 26, 15, 3, 38, 69, 23]"
5703,"[11, 20, 12, 58, 50, 31, 72, 71, 15, 8]"
5704,"[67, 15, 4, 39, 22, 26, 78, 45, 66, 52]"
5705,"[31, 64, 29, 72, 12, 43, 50, 49, 28, 18]"
5706,"[35, 24, 28, 6, 25, 80, 79, 54, 29, 61]"
5707,"[55, 38, 29, 66, 6, 80, 50, 72, 43, 24]"
5708,"[64, 39, 66, 53, 43, 80, 78, 1, 77, 37]"
5709,"[16, 25, 43, 57, 69, 17, 79, 27, 73, 80]"
5710,"[8, 73, 34, 53, 56, 4, 78, 27, 36, 30]"
5711,"[67, 65, 8, 69, 56, 78, 66, 22, 55, 43]"
5712,"[21, 69, 62, 25, 55, 20, 30, 13, 34, 39]"
5713,"[5, 71, 60, 61, 68, 75, 53, 29, 76, 31]"
5714,"[37, 61, 11, 17, 46, 13, 34, 30, 16, 59]"
5715,"[40, 49, 58, 55, 65, 32, 3, 42, 30, 57]"
5716,"[27, 7, 52, 35, 64, 58, 39, 26, 40, 41]"
5717,"[2, 80, 34, 58, 65, 57, 64, 67, 6, 16]"
5718,"[77, 13, 72, 37, 73, 4, 8, 38, 56, 54]"
5719,"[3, 76, 27, 4, 31, 37, 72, 79, 41, 16]"
5720,"[16, 48, 51, 59, 15, 37, 29, 17, 42, 34]"
5721,"[49, 53, 75, 30, 19, 39, 46, 47, 60, 20]"
5722,"[16, 36, 18, 52, 79, 47, 32, 60, 54, 13]"
5723,"[72, 38, 23, 71, 5, 8, 16, 44, 46, 9]"
5724,"[26, 6, 14, 55, 75, 46, 33, 24, 65, 64]"
5725,"[22, 71, 5, 37, 60, 69, 44, 11, 30, 6]"
5726,"[55, 42, 30, 9, 21, 27, 59, 47, 1, 18]"
5727,"[14, 39, 21, 18, 61, 53, 41, 27, 17, 80]"
5728,"[28, 80, 43, 37, 76, 6, 33, 48, 7, 41]"
5729,"[16, 36, 35, 5, 20, 49, 25, 30, 70, 66]"
5730,"[57, 18, 33, 29, 70, 64, 58, 61, 77, 80]"
5731,"[21, 65, 27, 9, 30, 74, 31, 32, 10, 24]"
5732,"[70, 7, 33, 66, 76, 37, 3, 43, 72, 78]"
5733,"[13, 71, 79, 41, 35, 57, 64, 23, 47, 24]"
5734,"[69, 50, 26, 62, 19, 53, 29, 41, 57, 56]"
5735,"[76, 68, 63, 77, 26, 17, 38, 79, 21, 7]"
5736,"[76, 26, 78, 45, 7, 73, 61, 13, 80, 64]"
5737,"[24, 37, 38, 48, 54, 80, 10, 29, 63, 77]"
5738,"[43, 19, 74, 70, 1, 65, 20, 52, 9, 50]"
5739,"[14, 10, 80, 32, 42, 19, 52, 24, 48, 60]"
5740,"[68, 50, 13, 40, 71, 25, 73, 76, 11, 53]"
5741,"[69, 78, 10, 2, 38, 75, 32, 26, 1, 8]"
5742,"[7, 16, 17, 68, 43, 8, 47, 72, 20, 48]"
5743,"[49, 52, 66, 57, 62, 79, 25, 40, 47, 46]"
5744,"[80, 3, 16, 54, 77, 25, 41, 31, 5, 60]"
5745,"[34, 65, 58, 13, 66, 9, 72, 62, 42, 16]"
5746,"[33, 69, 18, 40, 11, 78, 70, 42, 52, 12]"
5747,"[38, 68, 15, 66, 40, 69, 67, 34, 48, 11]"
5748,"[29, 1, 78, 21, 42, 5, 17, 10, 27, 71]"
5749,"[48, 31, 70, 75, 40, 52, 33, 19, 50, 30]"
5750,"[17, 41, 8, 64, 77, 50, 80, 72, 74, 71]"
5751,"[31, 29, 63, 43, 18, 25, 48, 59, 42, 36]"
5752,"[47, 59, 23, 34, 3, 17, 19, 64, 71, 13]"
5753,"[27, 7, 63, 67, 38, 2, 78, 56, 58, 37]"
5754,"[61, 80, 20, 4, 8, 29, 17, 63, 79, 33]"
5755,"[13, 65, 69, 80, 24, 3, 51, 54, 30, 49]"
5756,"[44, 15, 21, 6, 33, 58, 5, 79, 35, 57]"
5757,"[40, 73, 30, 32, 67, 53, 69, 52, 60, 44]"
5758,"[79, 35, 49, 75, 47, 27, 58, 64, 39, 57]"
5759,"[50, 37, 73, 36, 54, 57, 59, 55, 65, 27]"
5760,"[70, 35, 49, 6, 58, 52, 8, 31, 15, 65]"
5761,"[74, 50, 10, 47, 5, 14, 2, 13, 26, 9]"
5762,"[12, 40, 55, 56, 9, 1, 74, 42, 58, 39]"
5763,"[53, 25, 65, 41, 45, 47, 3, 29, 73, 57]"
5764,"[62, 69, 64, 43, 80, 53, 60, 74, 26, 76]"
5765,"[70, 42, 18, 37, 22, 30, 17, 29, 3, 57]"
5766,"[26, 45, 25, 69, 73, 59, 22, 5, 37, 72]"
5767,"[68, 29, 26, 77, 33, 20, 18, 61, 5, 31]"
5768,"[17, 63, 57, 7, 74, 59, 73, 38, 24, 66]"
5769,"[38, 58, 52, 15, 44, 41, 7, 66, 9, 10]"
5770,"[65, 74, 10, 72, 47, 34, 29, 58, 4, 5]"
5771,"[1, 65, 59, 3, 37, 7, 4, 2, 62, 41]"
5772,"[8, 14, 22, 16, 63, 76, 51, 29, 15, 52]"
5773,"[4, 5, 13, 76, 31, 73, 1, 34, 77, 24]"
5774,"[73, 79, 9, 5, 22, 15, 29, 37, 47, 12]"
5775,"[15, 78, 45, 41, 1, 64, 71, 66, 5, 62]"
5776,"[49, 27, 73, 33, 12, 41, 17, 15, 50, 80]"
5777,"[15, 28, 72, 49, 10, 32, 38, 40, 24, 6]"
5778,"[37, 80, 72, 17, 52, 3, 16, 48, 54, 32]"
5779,"[42, 72, 26, 74, 38, 2, 7, 29, 22, 78]"
5780,"[56, 34, 65, 19, 31, 62, 73, 53, 70, 74]"
5781,"[77, 10, 66, 64, 23, 69, 11, 16, 65, 13]"
5782,"[35, 25, 69, 22, 70, 13, 79, 46, 33, 65]"
5783,"[48, 2, 62, 80, 11, 20, 57, 78, 14, 25]"
5784,"[66, 45, 15, 29, 26, 19, 58, 62, 27, 24]"
5785,"[25, 38, 28, 52, 62, 7, 11, 74, 17, 40]"
5786,"[50, 45, 39, 54, 64, 5, 71, 78, 23, 74]"
5787,"[14, 38, 63, 59, 31, 19, 33, 37, 21, 56]"
5788,"[61, 24, 38, 25, 46, 32, 12, 13, 50, 33]"
5789,"[19, 45, 8, 4, 78, 64, 27, 9, 13, 50]"
5790,"[48, 25, 68, 19, 26, 57, 73, 21, 56, 79]"
5791,"[67, 5, 37, 39, 27, 23, 63, 68, 62, 2]"
5792,"[76, 26, 16, 46, 51, 27, 2, 24, 48, 74]"
5793,"[56, 48, 69, 63, 15, 62, 54, 61, 47, 34]"
5794,"[6, 51, 4, 36, 19, 63, 49, 45, 74, 14]"
5795,"[52, 77, 76, 36, 7, 8, 70, 64, 20, 38]"
5796,"[47, 63, 58, 15, 36, 13, 64, 4, 8, 74]"
5797,"[64, 47, 46, 33, 20, 32, 49, 54, 35, 39]"
5798,"[32, 59, 9, 53, 79, 37, 52, 46, 16, 10]"
5799,"[48, 42, 41, 5, 74, 22, 66, 52, 29, 37]"
5800,"[49, 72, 43, 14, 46, 35, 45, 9, 4, 69]"
5801,"[60, 72, 46, 66, 43, 57, 33, 68, 22, 71]"
5802,"[72, 35, 59, 57, 80, 51, 26, 21, 4, 46]"
5803,"[5, 80, 30, 7, 43, 26, 59, 52, 77, 42]"
5804,"[32, 33, 43, 67, 11, 34, 62, 39, 1, 76]"
5805,"[34, 58, 16, 12, 77, 43, 37, 10, 8, 73]"
5806,"[21, 62, 3, 45, 66, 17, 47, 5, 25, 31]"
5807,"[72, 55, 49, 66, 77, 23, 53, 57, 4, 52]"
5808,"[8, 49, 26, 9, 72, 14, 66, 31, 65, 48]"
5809,"[72, 6, 14, 79, 53, 30, 69, 56, 23, 40]"
5810,"[73, 80, 64, 42, 65, 1, 79, 60, 25, 59]"
5811,"[78, 27, 28, 44, 54, 77, 18, 12, 59, 73]"
5812,"[34, 74, 53, 39, 20, 68, 75, 30, 31, 66]"
5813,"[72, 24, 15, 18, 57, 3, 7, 36, 71, 75]"
5814,"[65, 23, 20, 52, 12, 29, 40, 54, 1, 2]"
5815,"[46, 44, 39, 2, 53, 35, 9, 40, 23, 49]"
5816,"[15, 29, 44, 67, 24, 31, 79, 48, 1, 66]"
5817,"[15, 59, 60, 67, 74, 46, 35, 62, 9, 2]"
5818,"[43, 29, 34, 33, 65, 79, 58, 55, 2, 53]"
5819,"[61, 47, 63, 57, 50, 5, 77, 56, 71, 8]"
5820,"[22, 42, 51, 56, 19, 71, 47, 15, 54, 67]"
5821,"[17, 11, 36, 77, 29, 49, 8, 6, 41, 16]"
5822,"[70, 1, 77, 58, 10, 29, 68, 12, 33, 21]"
5823,"[60, 2, 7, 5, 8, 68, 6, 75, 39, 38]"
5824,"[44, 48, 32, 59, 77, 28, 6, 40, 61, 53]"
5825,"[77, 43, 56, 64, 23, 71, 34, 70, 69, 65]"
5826,"[40, 50, 29, 37, 36, 71, 35, 33, 45, 42]"
5827,"[66, 42, 37, 29, 49, 33, 10, 50, 38, 43]"
5828,"[10, 53, 11, 37, 49, 30, 44, 73, 47, 31]"
5829,"[61, 38, 18, 73, 11, 68, 34, 76, 45, 15]"
5830,"[61, 59, 65, 50, 20, 34, 68, 47, 28, 46]"
5831,"[38, 54, 34, 71, 19, 43, 22, 46, 11, 30]"
5832,"[35, 1, 16, 7, 70, 47, 78, 20, 23, 11]"
5833,"[44, 54, 26, 9, 11, 46, 13, 1, 80, 78]"
5834,"[8, 14, 31, 5, 53, 7, 26, 49, 29, 3]"
5835,"[78, 51, 67, 24, 72, 45, 66, 3, 13, 31]"
5836,"[17, 71, 64, 80, 14, 34, 79, 27, 75, 7]"
5837,"[15, 50, 46, 22, 73, 51, 60, 54, 42, 21]"
5838,"[27, 66, 13, 32, 36, 7, 52, 64, 23, 20]"
5839,"[54, 78, 48, 59, 19, 33, 35, 43, 29, 80]"
5840,"[48, 12, 23, 72, 46, 40, 51, 14, 70, 44]"
5841,"[80, 35, 9, 74, 72, 67, 23, 60, 58, 38]"
5842,"[17, 48, 46, 21, 42, 20, 35, 4, 38, 15]"
5843,"[12, 13, 56, 71, 3, 27, 66, 76, 19, 37]"
5844,"[44, 20, 45, 67, 18, 30, 16, 6, 57, 48]"
5845,"[14, 70, 25, 30, 26, 43, 21, 9, 57, 55]"
5846,"[38, 4, 46, 58, 27, 59, 11, 71, 53, 43]"
5847,"[67, 39, 80, 29, 30, 54, 38, 15, 16, 69]"
5848,"[69, 32, 21, 9, 17, 78, 60, 55, 73, 51]"
5849,"[19, 80, 38, 44, 39, 22, 14, 48, 18, 2]"
5850,"[3, 8, 2, 52, 49, 32, 19, 10, 40, 59]"
5851,"[31, 41, 8, 18, 74, 23, 25, 59, 70, 7]"
5852,"[17, 29, 23, 55, 8, 7, 15, 45, 20, 51]"
5853,"[80, 25, 24, 35, 78, 3, 28, 23, 69, 40]"
5854,"[62, 52, 64, 69, 21, 29, 50, 24, 75, 22]"
5855,"[21, 15, 23, 19, 72, 79, 16, 66, 53, 22]"
5856,"[19, 55, 8, 72, 39, 48, 47, 15, 73, 61]"
5857,"[23, 71, 25, 80, 19, 64, 52, 73, 3, 10]"
5858,"[1, 34, 42, 22, 54, 53, 58, 48, 52, 55]"
5859,"[70, 60, 40, 26, 68, 23, 28, 78, 62, 6]"
5860,"[45, 21, 38, 37, 65, 73, 15, 77, 53, 39]"
5861,"[60, 18, 79, 16, 27, 10, 49, 46, 17, 39]"
5862,"[33, 42, 24, 55, 7, 68, 41, 21, 79, 39]"
5863,"[40, 59, 53, 46, 67, 1, 57, 4, 35, 75]"
5864,"[2, 35, 40, 53, 38, 52, 24, 22, 19, 41]"
5865,"[41, 63, 69, 59, 26, 77, 76, 62, 46, 71]"
5866,"[24, 27, 43, 37, 10, 68, 79, 61, 15, 19]"
5867,"[57, 16, 45, 40, 62, 8, 58, 74, 53, 44]"
5868,"[2, 19, 39, 77, 56, 43, 20, 68, 17, 79]"
5869,"[31, 63, 59, 12, 58, 65, 15, 61, 44, 48]"
5870,"[54, 41, 25, 67, 9, 8, 80, 13, 6, 64]"
5871,"[35, 76, 27, 48, 2, 7, 24, 71, 20, 5]"
5872,"[44, 19, 6, 15, 24, 60, 9, 43, 56, 76]"
5873,"[4, 48, 26, 69, 37, 7, 52, 80, 73, 71]"
5874,"[77, 65, 62, 66, 48, 57, 67, 27, 58, 55]"
5875,"[19, 32, 28, 80, 4, 78, 14, 60, 70, 69]"
5876,"[41, 66, 6, 69, 38, 8, 45, 62, 12, 4]"
5877,"[54, 40, 22, 71, 61, 32, 26, 7, 39, 53]"
5878,"[48, 16, 65, 20, 11, 36, 40, 59, 21, 51]"
5879,"[14, 20, 71, 38, 9, 40, 26, 42, 63, 8]"
5880,"[80, 4, 67, 77, 31, 11, 65, 58, 32, 70]"
5881,"[16, 48, 14, 63, 43, 8, 12, 56, 5, 73]"
5882,"[67, 19, 22, 7, 11, 64, 47, 14, 57, 68]"
5883,"[67, 77, 37, 2, 71, 32, 38, 24, 54, 44]"
5884,"[32, 44, 78, 60, 21, 50, 71, 18, 72, 20]"
5885,"[42, 18, 74, 59, 51, 77, 79, 60, 32, 22]"
5886,"[50, 25, 30, 57, 22, 68, 59, 54, 7, 17]"
5887,"[20, 26, 42, 37, 8, 50, 41, 46, 51, 53]"
5888,"[5, 20, 19, 62, 30, 60, 26, 68, 64, 80]"
5889,"[1, 61, 54, 39, 77, 73, 5, 75, 56, 59]"
5890,"[11, 13, 8, 40, 34, 31, 17, 67, 75, 27]"
5891,"[40, 33, 76, 25, 14, 27, 54, 50, 20, 70]"
5892,"[3, 8, 72, 6, 66, 67, 49, 39, 50, 4]"
5893,"[19, 45, 39, 69, 13, 38, 12, 51, 77, 22]"
5894,"[66, 12, 43, 74, 16, 61, 48, 27, 1, 7]"
5895,"[55, 66, 34, 60, 2, 6, 1, 5, 23, 43]"
5896,"[52, 29, 78, 13, 30, 33, 2, 16, 79, 62]"
5897,"[76, 31, 78, 35, 11, 29, 55, 56, 9, 59]"
5898,"[2, 54, 34, 15, 62, 64, 46, 21, 49, 55]"
5899,"[11, 70, 44, 62, 3, 20, 21, 77, 52, 37]"
5900,"[37, 60, 16, 47, 23, 29, 39, 20, 43, 45]"
5901,"[52, 14, 54, 79, 77, 67, 24, 5, 39, 27]"
5902,"[6, 26, 36, 33, 75, 76, 5, 38, 60, 12]"
5903,"[51, 71, 74, 28, 66, 44, 70, 33, 79, 47]"
5904,"[4, 65, 79, 27, 66, 25, 10, 43, 36, 34]"
5905,"[69, 61, 65, 50, 53, 39, 10, 22, 54, 37]"
5906,"[36, 33, 62, 67, 3, 16, 22, 23, 18, 8]"
5907,"[34, 55, 46, 50, 51, 26, 28, 20, 11, 30]"
5908,"[7, 10, 19, 62, 63, 20, 13, 24, 57, 32]"
5909,"[28, 14, 45, 6, 46, 32, 62, 73, 59, 43]"
5910,"[80, 17, 7, 25, 26, 41, 52, 11, 74, 78]"
5911,"[24, 21, 55, 53, 38, 42, 19, 8, 68, 37]"
5912,"[12, 48, 4, 39, 34, 68, 46, 10, 64, 47]"
